time,speed,prediction,confidence,action,price
2025-11-03 20:20:43.733026,0.0006022941933364542,0,0.9999781607126422,SELL,4020.39
2025-11-03 20:20:48.759220,0.0008710866432551762,0,0.9999781607126422,SELL,4021.47
2025-11-03 20:20:53.786285,0.0008038885307754957,0,0.9999781607126422,SELL,4021.2
2025-11-03 20:20:58.812935,0.0007839779789296812,0,0.9999781607126422,SELL,4021.12
2025-11-03 20:21:03.837959,0.0004851072086930759,0,0.9999781607126422,SELL,4021.68
2025-11-03 20:21:08.862401,0.000514959959997354,0,0.9999781607126422,SELL,4021.8
2025-11-03 20:21:13.892218,0.0011443554666606735,0,0.9999781607126422,SELL,4024.33
2025-11-03 20:21:18.921213,0.0012388891791239756,0,0.9999781607126422,SELL,4024.71
2025-11-03 20:21:23.957617,0.0011219659031824931,0,0.9999781607126422,SELL,4024.24
2025-11-03 20:21:28.984043,0.0010274321907193043,0,0.9999781607126422,SELL,4023.86
2025-11-03 20:21:34.009897,0.0009179721026039198,0,0.9999781607126422,SELL,4023.42
2025-11-03 20:21:39.039160,0.0009403616660821001,0,0.9999781607126422,SELL,4023.51
2025-11-03 20:21:44.072172,0.0009627512295601672,0,0.9999781607126422,SELL,4023.6
2025-11-03 20:21:49.101725,0.0009503125831834884,0,0.9999781607126422,SELL,4023.55
2025-11-03 20:21:54.127296,0.0009528003124587789,0,0.9999781607126422,SELL,4023.56
2025-11-03 20:21:59.157667,0.0010921131518783283,0,0.9999781607126422,SELL,4024.12
2025-11-03 20:22:04.183973,0.0003654598205518331,0,0.9999781607126422,SELL,4023.8
2025-11-03 20:22:09.214269,0.00044998794231202946,0,0.9999781607126422,SELL,4024.14
2025-11-03 20:22:14.240411,0.00020883418317247605,0,0.9999781607126422,SELL,4023.17
2025-11-03 20:22:19.274700,0.0002560704865091129,0,0.9999781607126422,SELL,4023.36
2025-11-03 20:22:24.312088,4.972242456493447e-05,0,0.9999781607126422,SELL,4022.53
2025-11-03 20:22:29.341001,7.458363684779739e-06,0,0.9999781607126422,SELL,4022.36
2025-11-03 20:22:34.365991,3.2319575967190445e-05,0,0.9999781607126422,SELL,4022.46
2025-11-03 20:22:39.389903,0.0001317644250969463,0,0.9999781607126422,SELL,4022.86
2025-11-03 20:22:44.423519,0.00025109824405263075,0,0.9999781607126422,SELL,4023.34
2025-11-03 20:22:49.461716,0.0003530292144105712,0,0.9999781607126422,SELL,4023.75
2025-11-03 20:22:54.489281,0.0001491672736945773,0,0.9999781607126422,SELL,4022.97
2025-11-03 20:22:59.515386,8.7014242988494e-05,0,0.9999781607126422,SELL,4022.68
2025-11-03 20:23:04.544159,0.0005372345849738109,0,0.9999781607126422,SELL,4022.75
2025-11-03 20:23:09.578099,0.0006267736824694838,0,0.9999781607126422,SELL,4023.09
2025-11-03 20:23:14.607326,0.0007585951315602255,0,0.9999781607126422,SELL,4023.64
2025-11-03 20:23:19.642098,0.0007362103571863921,0,0.9999781607126422,SELL,4023.55
2025-11-03 20:23:24.668911,0.0008406726375978785,0,0.9999781607126422,SELL,4023.97
2025-11-03 20:23:29.698394,0.0008282366518346628,0,0.9999781607126422,SELL,4023.92
2025-11-03 20:23:34.729406,0.0008978781721089871,0,0.9999781607126422,SELL,4024.2
2025-11-03 20:23:39.761199,0.000741184751491701,0,0.9999781607126422,SELL,4023.57
2025-11-03 20:23:44.793198,0.0008158006660713341,0,0.9999781607126422,SELL,4023.87
2025-11-03 20:23:49.820319,0.0009003653692616981,0,0.9999781607126422,SELL,4024.21
2025-11-03 20:23:54.854005,0.0009202629464829336,0,0.9999781607126422,SELL,4024.29
2025-11-03 20:23:59.887927,0.0006167451275891528,0,0.9999781607126422,SELL,4023.59
2025-11-03 20:24:04.923614,0.0010270795874770036,0,0.9999781607126422,SELL,4025.24
2025-11-03 20:24:09.949194,0.0009474995710139602,0,0.9999781607126422,SELL,4024.92
2025-11-03 20:24:14.976294,0.0011812658693743767,0,0.9999781607126422,SELL,4025.86
2025-11-03 20:24:20.009429,0.0012285165041493653,0,0.9999781607126422,SELL,4026.05
2025-11-03 20:24:25.046112,0.0011812658693743767,0,0.9999781607126422,SELL,4025.88
2025-11-03 20:24:30.071697,0.001129041483570448,0,0.9999781607126422,SELL,4025.65
2025-11-03 20:24:35.104419,0.0009300914424126128,0,0.9999781607126422,SELL,4024.85
2025-11-03 20:24:40.135060,0.0008505114259495693,0,0.9999781607126422,SELL,4024.53
2025-11-03 20:24:45.159083,0.0009897764547600087,0,0.9999781607126422,SELL,4025.09
2025-11-03 20:24:50.199909,0.0009077095627824384,0,0.9999781607126422,SELL,4024.76
2025-11-03 20:24:55.224257,0.0009201439403547323,0,0.9999781607126422,SELL,4024.81
2025-11-03 20:25:00.256196,5.218532250530212e-05,0,0.9999781607126422,SELL,4024.33
2025-11-03 20:25:05.282183,4.970030714796598e-05,0,0.9999781607126422,SELL,4024.32
2025-11-03 20:25:10.307560,0.00016898104430292611,0,0.9999781607126422,SELL,4024.8
2025-11-03 20:25:15.344980,0.0001317058139419799,0,0.9999781607126422,SELL,4024.65
2025-11-03 20:25:20.372316,0.00024601652038215474,0,0.9999781607126422,SELL,4025.11
2025-11-03 20:25:25.401035,0.00016401101358814082,0,0.9999781607126422,SELL,4024.78
2025-11-03 20:25:30.426184,0.00012176575251240929,0,0.9999781607126422,SELL,4024.61
2025-11-03 20:25:35.452144,0.0003628122421796657,0,0.9999781607126422,SELL,4025.58
2025-11-03 20:25:40.481882,0.0003578422114648804,0,0.9999781607126422,SELL,4025.67
2025-11-03 20:29:18.811800,0.00039005532823035716,0,0.9999781607126422,SELL,4023.51
2025-11-03 20:29:23.851913,0.0004720414800239725,0,0.9999781607126422,SELL,4023.17
2025-11-03 20:29:28.881878,0.0005391210587642135,0,0.9999781607126422,SELL,4022.9
2025-11-03 20:29:33.929062,0.0006062006375044545,0,0.9999781607126422,SELL,4022.63
2025-11-03 20:29:38.960309,0.0006335293547690305,0,0.9999781607126422,SELL,4022.52
2025-11-03 20:29:43.993250,0.000586325206766622,0,0.9999781607126422,SELL,4022.71
